Index	true_label	text	shap	pred_label
41	1	In the months that followed, all independent polling has found the American mainstream not only blames Trump and his party for the shutdown, but also does not want to spend billions of taxpayer dollars on an ineffective and unnecessary border wall.	[('In', '0'), ('independent', '0'), ('mainstream', '0'), ('his', '0'), ('also', '0'), ('billions', '0'), ('ineffective', '0')]	0
42	0	Members of the German Green Party have proposed that so-called “climate refugees” should be allowed to move to the country and receive a German passport upon their arrival.	[('Members', '0'), ('have', '0'), ('should', '0'), ('the', '0'), ('passport', '0')]	0
43	1	Kendrick, who, like many Planned Parenthood supporters, blames men for pro-life legislation while she ignores mention of the life of unborn babies, also drafted a “testicular bill of rights.	[('Kendrick,', '0'), ('supporters,', '0'), ('while', '0'), ('life', '0'), ('a', '0')]	0
44	1	"UFC Middleweight Champion Israel Adesanya’s comment that his opponent will ""crumble like the Twin Towers"", in addition to being terrible and inappropriate, also makes no sense. "	[('UFC', '0'), ('that', '0'), ('the', '0'), ('being', '0'), ('no', '0')]	0
45	1	Yet when researchers in the U.S. have been so corrupt they have gone to jail, mainstream scientists still accept their research.	[('Yet', '0'), ('have', '0'), ('gone', '0'), ('accept', '0')]	0
46	1	Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation, and they went all in.	[('Donald', '0'), ('mostly', '0'), ('performing', '0'), ('Biden', '0'), ('make', '0'), ('political', '0'), ('in.', '0')]	0
47	1	Omar believes USA Powerlifting is discriminating against males who identify as transgender women, based on the “myth” that they have a “direct competitive advantage” over biological females.	[('Omar', '0'), ('against', '0'), ('women,', '0'), ('they', '0'), ('over', '0')]	0
48	1	Christians should make clear that the perpetuation of objectionable vaccines and the lack of alternatives is a kind of coercion.	[('Christians', '0'), ('perpetuation', '0'), ('lack', '0'), ('of', '0')]	0
49	1	Democrats really don’t want to spend billions of taxpayer dollars on a giant, ineffective border wall, so if Trump were try to come up with an offer designed to entice them, he’d have to propose something that would be (a) enormous; and (b) wildly unpopular among Republicans.	[('Democrats', '0'), ('billions', '0'), ('giant,', '0'), ('Trump', '0'), ('with', '0'), ('them,', '0'), ('that', '0'), ('(b)', '0')]	0
50	0	Appearing Tuesday Cheddar Live, Rep. Maxine Waters (D) formally endorsed former Vice President Joe Biden for the White House, claiming that President Donald Trump is “destroying America” and advocating for the killing of both black and white children in the wake of nationwide protests over the death of George Floyd.	[('children', 0.012534527972027977), ('black', 0.005953446676385549), ('Appearing', 0.0035550782100649426), ('endorsed', 0.0007774172378906052), ('Waters', 0.00017016737470404108), ('George', -0.00038928774246746125), ('Joe', -0.0020231697018221117), ('Rep.', -0.006024369144902488), ('protests', -0.012283808285551845)]	0
51	1	Before we get to work dispensing these arguments, it’s important to acknowledge that they are, on some level, understandable. A lot of Americans, especially those who got their bachelor’s degree before the early 2000s, find it baffling that younger generations can’t work their way through college.	[('Before', '0'), ('these', '0'), ('that', '0'), ('understandable.', '0'), ('those', '0'), ('before', '0'), ('baffling', '0'), ('their', '0')]	0
52	1	In July 2019, Rep. Alexandria Ocasio-Cortez, D-N.Y., and other Democrats visited a similar processing center in Clint, Texas, and made explosive allegations about the conditions there.	[('In', '0'), ('D-N.Y.,', '0'), ('similar', '0'), ('and', '0'), ('conditions', '0')]	0
53	0	New York Attorney General Letitia James said in her complaint, filed in Manhattan federal court earlier this month, that “PHEAA’s abuses have not only denied these dedicated public servants the benefits they have earned, but have undermined the goals of the loan forgiveness program.”	[('New', '0'), ('said', '0'), ('Manhattan', '0'), ('that', '0'), ('denied', '0'), ('benefits', '0'), ('undermined', '0'), ('forgiveness', '0')]	0
54	0	Anti-Vaxxer Rebecca Dalelio, 43, was taken into custody after she tossed a menstrual cup, which she said was filled with blood, from the public gallery as senators finished taking a vote at about 5:14 p.m.	[('Anti-Vaxxer', '0'), ('into', '0'), ('menstrual', '0'), ('filled', '0'), ('gallery', '0'), ('vote', '0')]	0
55	1	As Breitbart News most recently reported, blue-collar Americans in landscaping, conservation work, the meatpacking industry, construction industry, and fishing jobs have had their wages dragged down by foreign workers imported through the H-2B visa program.	[('As', '0'), ('blue-collar', '0'), ('the', '0'), ('fishing', '0'), ('dragged', '0'), ('through', '0')]	0
56	1	In August, Planned Parenthood made the decision to opt out of the federal family planning grant program, portraying itself as a victim of the Trump administration.	[('In', '0'), ('decision', '0'), ('federal', '0'), ('itself', '0'), ('Trump', '0')]	0
57	0	Military ships and aircraft have been deployed to coastal communities in southeastern Australia cut off by raging wildfires that have raced towards the coast, trapping thousands as the death toll from the apocalyptic blazes continues to grow.	[('Military', '0'), ('deployed', '0'), ('Australia', '0'), ('that', '0'), ('trapping', '0'), ('from', '0'), ('grow.', '0')]	0
58	1	State health departments and legislators who sneer at parental concerns and call for vaccination mandates erode parents’ trust.	[('State', '0'), ('sneer', '0'), ('for', '0')]	0
59	0	The player vote ending Thursday at midnight—a simple majority vote will determine the outcome of the NFL CBA—is a monumental referendum for the next decade of the NFL.	[('The', '0'), ('midnight—a', '0'), ('the', '0'), ('a', '0'), ('decade', '0')]	0
60	1	Cuban slave doctors that have escaped the system have said that, while working abroad, the Castro regime forced them to invent patients and throw away perfectly good medicine to boost the statistics on the number of patients Cuban doctors actually treat.	[('number', 0.028278504141542628), ('system', 0.012948302469135815), ('doctors', 0.005185484615061116), ('slave', 0.0008680047346653008), ('that', 0.0004431349051898059), ('medicine', -0.0003396531078130516), ('patients', -0.0051200900098205245)]	0
61	1	British Olympic swimmer Sharron Davies also slammed the concept of transgender athletes.	[('British', '0'), ('slammed', '0')]	0
62	1	Biden’s appearance was a contrast with the approach of Republican President Donald Trump, who has made no major public statement to address the growing crisis but issued tweets as he remained out of sight in the White House.	[('Biden’s', '0'), ('the', '0'), ('Trump,', '0'), ('public', '0'), ('crisis', '0'), ('remained', '0'), ('White', '0')]	0
63	0	"After Dr. Ulrich Klopfer died in rural Crete, Illinois, on Sept. 3, authorities found ""2,246 medically preserved fetal remains"" in his home. "	"[('After', '0'), ('rural', '0'), ('authorities', '0'), ('remains""', '0')]"	0
64	0	Thousands of Australians took to the streets on Friday to protest against government inaction on climate change, as bushfires ravaged tens of thousands of square miles of bushland after months of destruction and at least 27 deaths.	[('Thousands', '0'), ('streets', '0'), ('government', '0'), ('bushfires', '0'), ('square', '0'), ('of', '0'), ('deaths.', '0')]	0
65	1	Sen. Josh Hawley (R-MO) introduced two bills on Tuesday to target the “monopolies” higher education institutions have created to make earning degrees involve accumulating massive student debt.	[('Sen.', '0'), ('bills', '0'), ('“monopolies”', '0'), ('to', '0'), ('massive', '0')]	0
66	1	The mother of a one-year-old killed in a Cuban clinic after receiving a routine vaccination launched an awareness campaign Tuesday urging social media users to share a photo of her in the hope that the communist regime gives her answers.	[('The', '0'), ('in', '0'), ('a', '0'), ('campaign', '0'), ('to', '0'), ('in', '0'), ('regime', '0')]	0
67	0	Hillary Clinton tells this story to struggling students. She told it to minority students in Mississippi in November 2015,  and she recently told it again to minority students in Brooklyn.	[('Hillary', '0'), ('struggling', '0'), ('minority', '0'), ('2015,', '0'), ('it', '0'), ('Brooklyn.', '0')]	0
68	1	The Trump Administration hasn’t built a single foot of border fencing after thirty months of riling up its supporters with claims that the wall was vital to national security.	[('The', '0'), ('single', '0'), ('thirty', '0'), ('supporters', '0'), ('was', '0')]	0
69	1	As part of his plan to protect the commonwealth of Virginia from the spread of the Wuhan coronavirus, Gov. Ralph Northam determined that citizens should not be allowed to attend church or worship services, but are fine travel to an abortion clinic and undergo an elective procedure like surgical abortion.	[('As', '0'), ('protect', '0'), ('the', '0'), ('Gov.', '0'), ('should', '0'), ('church', '0'), ('fine', '0'), ('and', '0'), ('surgical', '0')]	0
70	1	Countless American believers in the Bible, myself included, were inspired tremendously on Monday when President Trump stood in front of St. John’s Episcopal Church, across the street from the White House, and held up the Word of God for all to see.	[('see.', 0.0330979612421971), ('myself', 0.006256061751586982), ('the', 0.003987625443285162), ('Countless', 0.001131700473084024), ('across', -0.00011679292929292929), ('for', -0.00036969602655873235), ('and', -0.006885972042662906)]	0
71	0	U.S. President Donald Trump said on Thursday he was likely to declare a national emergency to secure funds for his long-sought wall along the U.S. southern border if he cannot reach an agreement with Congress to provide the money.	[('U.S.', '0'), ('Thursday', '0'), ('a', '0'), ('for', '0'), ('U.S.', '0'), ('reach', '0'), ('provide', '0')]	0
72	1	Trump, who has sparred back and forth with the teenage climate activist Greta Thunber, made the comments in a press briefing just before he was about to depart the annual World Economic Forum meeting in the Swiss ski resort.	[('Trump,', '0'), ('forth', '0'), ('Greta', '0'), ('a', '0'), ('was', '0'), ('World', '0'), ('Swiss', '0')]	0
73	0	But the announcement Monday further clarifies that YouTube will take down any election-related videos that are technically altered to mislead people in a way that goes beyond simply taking clips of speech out of context.	[('But', '0'), ('that', '0'), ('election-related', '0'), ('to', '0'), ('that', '0'), ('of', '0')]	0
74	0	Poll workers and technicians reported issues with the new machines at more than 40% of polling locations in Philadelphia during last November’s election, according to the records reviewed by Reuters. Problems included touchscreens that were hypersensitive or that froze; paper voting receipts getting jammed in the machines; and panels opening on some machines to expose the equipment’s electronic controls, the records show.	[('Poll', '0'), ('with', '0'), ('than', '0'), ('Philadelphia', '0'), ('to', '0'), ('Problems', '0'), ('or', '0'), ('getting', '0'), ('panels', '0'), ('expose', '0'), ('records', '0')]	0
75	0	The University of Southern California (USC) has fired two employees who allegedly accepted enormous bribes in exchange for facilitating the acceptance of dozens of students, the school has said in an official statement.	[('The', '0'), ('has', '0'), ('accepted', '0'), ('facilitating', '0'), ('students,', '0'), ('an', '0')]	0
76	1	To bolster the argument that doctors deliver viable infants alive and let them die, the anti-choice movement also trots out a series of people who claim to have “survived” abortion. 	[('To', '0'), ('deliver', '0'), ('them', '0'), ('trots', '0'), ('who', '0'), ('', '0')]	0
77	1	Shelby Steele, a senior fellow at Stanford University’s Hoover Institution said Friday that the contemporary civil rights movement under the banner of “Black Lives Matter” was deeply unserious, catering to an old form of victimization that has accomplished nothing to lift up black people.	[('Shelby', '0'), ('Stanford', '0'), ('that', '0'), ('under', '0'), ('Matter”', '0'), ('an', '0'), ('has', '0'), ('black', '0')]	0
78	0	In Francis, Thunberg has found a kindered spirit. The Jesuit pope has made fighting climate change and caring for God's creation a pillar of his papacy.	[('In', '0'), ('kindered', '0'), ('made', '0'), ('for', '0'), ('his', '0')]	0
79	1	Vaccine critics, for example, have long championed the false claim that vaccines cause autism, and that the Centers for Disease Control and Prevention has tried to cover up that information, Gorski said. 	[('Vaccine', '0'), ('championed', '0'), ('cause', '0'), ('for', '0'), ('tried', '0'), ('Gorski', '0')]	0
80	1	Having a baby is hard, caring for a baby is hard, going back to work after a leave is hard but a few weeks of salary is not worth killing your baby for.	[('after', 0.033817124156175854), ('is', 0.00410423551195215), ('weeks', 0.0023977519692573146), ('a', 0.0), ('for', -0.004341382319649787), ('killing', -0.012854700854700833)]	0
81	0	President Donald Trump on Friday announced that he has waived interest payments on all federal student loans to help alleviate financial strain as the United States combats the spread of the coronavirus.	[('President', '0'), ('that', '0'), ('on', '0'), ('help', '0'), ('United', '0'), ('the', '0')]	0
82	0	Investigators believe parents would use falsified records so their children could attend schools that would otherwise require all students to be vaccinated, Dart told WBBM-TV.	[('Investigators', '0'), ('records', '0'), ('schools', '0'), ('students', '0'), ('WBBM-TV.', '0')]	0
83	1	After that phone call, police asked the couple to come in for questioning, prompting them to flee Saudi Arabia, a country long known for draconian laws against homosexuality.	[('After', '0'), ('the', '0'), ('questioning,', '0'), ('Arabia,', '0'), ('draconian', '0')]	0
84	1	Drivers in Ireland will be forced to buy electric vehicles within ten years according to a new law by the left-wing government in Dublin.	[('Drivers', '0'), ('to', '0'), ('years', '0'), ('by', '0')]	0
85	0	Wimbledon champion Navratilova, who has campaigned for gay rights and suffered abuse when she came out in the 1980s, argued trans women have unfair physical advantages.	[('Wimbledon', '0'), ('for', '0'), ('when', '0'), ('1980s,', '0'), ('physical', '0')]	0
86	1	Lots of politicians and critics across the board have attacked the Green New Deal proposed last week by freshman Democrats Rep. Alexandria Ocasio-Cortez of New York and Sen. Ed Markey of Massachusetts.	[('Lots', '0'), ('the', '0'), ('New', '0'), ('freshman', '0'), ('New', '0'), ('of', '0')]	0
87	1	In the dominant political fight in D.C., Donald Trump wants a giant wall along the U.S./Mexico border.	[('In', '0'), ('D.C.,', '0'), ('wall', '0')]	0
88	0	Tens of millions of children under 12 months are potentially at risk for diseases such as diphtheria and polio as the Chinese coronavirus pandemic interrupts routine vaccinations, according to data published by global public health experts on Friday.	[('Tens', '0'), ('12', '0'), ('for', '0'), ('polio', '0'), ('interrupts', '0'), ('published', '0'), ('on', '0')]	0
89	0	The former administration presented itself as a protector of students against mistreatment by student loan companies that were seeking to collect debts owed and were accused of abusing student borrowers to pad their own profits	[('The', '0'), ('a', '0'), ('by', '0'), ('seeking', '0'), ('were', '0'), ('to', '0')]	0
90	1	While President Donald Trump’s impeachment trial had been wrapping up, he expanded one of his most controversial and inflammatory policies with little fanfare and minimal opposition: the travel ban on people from multiple Muslim-majority countries.	[('from', 0.021052441172509564), ('policies', 0.0046098547836643175), ('little', 0.0029235611875079257), ('and', 5.085699654093334e-05), ('the', -0.0051063915357751335), ('countries.', -0.011308264506815248)]	0
91	0	Athletes awoke to news that several water polo players had been injured in a terrifying accident in the early hours of Saturday morning when the second floor of a nightclub came down on the heads of revelers below.	[('Athletes', '0'), ('water', '0'), ('in', '0'), ('early', '0'), ('the', '0'), ('came', '0'), ('revelers', '0')]	0
92	1	And most egregiously, in what will surely be viewed as one of the most ill-advised stunts in presidential history, the Trump Administration had federal security forces use tear gas and projectiles to vacate Lafayette square by force of arms so Trump could make a show of walking over to St. John’s Church and posing awkwardly with a bible held upside down.	[('And', '0'), ('surely', '0'), ('the', '0'), ('history,', '0'), ('security', '0'), ('projectiles', '0'), ('force', '0'), ('make', '0'), ('to', '0'), ('awkwardly', '0'), ('down.', '0')]	0
93	1	Franciscan friar Father Daniel Horan, a pro-LGBT priest and professor who will be speaking at the upcoming Los Angeles Religious Education Congress, took to Twitter this weekend to bash the March for Life and condemn without trial a group of white Catholic high school boys as “racists” for supposedly “taunting” a Native American man beating a drum.	[('Franciscan', '0'), ('pro-LGBT', '0'), ('be', '0'), ('Angeles', '0'), ('Twitter', '0'), ('March', '0'), ('trial', '0'), ('high', '0'), ('supposedly', '0'), ('beating', '0')]	0
94	1	Given these bleak prospects, students who go to college to “find themselves” are likely to waste precious time and money because they lack a clear vision. 	[('Given', '0'), ('go', '0'), ('are', '0'), ('and', '0'), ('clear', '0')]	0
95	1	People keep getting sick and the economy is cratering, but for Republicans, hating women is still a major priority: republican governors in Texas, Ohio and even Maryland are trying to use the coronavirus crisis as an excuse to block women from getting abortions, claiming that ending a pregnancy is a “nonessential” medical procedure that must be rescheduled.	[('People', '0'), ('economy', '0'), ('hating', '0'), ('priority:', '0'), ('and', '0'), ('use', '0'), ('excuse', '0'), ('abortions,', '0'), ('is', '0'), ('must', '0')]	0
96	1	The Times’ about-face was just one example of a little Orwellian campaign that’s sprung up in the liberal media since the Disneyland measles outbreak to try to rewrite history by shoehorning vaccine opposition into the shopworn trope that it is conservatives who are “anti-science.”	[('The', '0'), ('example', '0'), ('that’s', '0'), ('media', '0'), ('to', '0'), ('shoehorning', '0'), ('trope', '0'), ('are', '0')]	0
97	1	It wasn't long after Donald Trump and his team took office that they looked for ways to make things easier for polluters.	[('It', '0'), ('and', '0'), ('they', '0'), ('things', '0')]	0
98	1	We should expect growing support for this item for a few reasons: Younger voters of all political stripes are being exposed to the status quo student loan system. Younger voters are also less likely to accept the toxic brand of “conservatism.” 	[('We', '0'), ('this', '0'), ('Younger', '0'), ('are', '0'), ('quo', '0'), ('are', '0'), ('the', '0')]	0
99	0	But the top risk by likelihood highlighted in the annual Global Risks Report was extreme weather, in a survey of 1,000 experts from government, business, academia and non-governmental organizations.	[('But', '0'), ('highlighted', '0'), ('Report', '0'), ('survey', '0'), ('business,', '0')]	0
100	0	The man behind a petition drive to recall a California state senator and physician pushing for tougher vaccine requirements was charged on Wednesday with assault after livestreaming himself shoving the lawmaker in a sidewalk confrontation in Sacramento.	[('and', 0.010225252474320354), ('shoving', 0.003170002300541276), ('lawmaker', 0.002243073635067828), ('a', 0.0), ('behind', -0.0022387756340379083), ('on', -0.006680553016589061), ('with', -0.02094129459283397)]	0
101	1	President Donald Trump bragged on Sunday that the Republican Party has never been stronger or more united than it is now, even as his impeachment trial is set to begin in the Senate this week. 	[('President', '0'), ('that', '0'), ('been', '0'), ('it', '0'), ('impeachment', '0'), ('in', '0')]	0
102	0	BBC Presenter Gabby Logan has said that it is not fair that transgender women can compete in sport alongside biologically female women.	[('BBC', '0'), ('that', '0'), ('transgender', '0'), ('alongside', '0')]	0
103	0	Rep. Alexandria Ocasio-Cortez (D-NY) has been an avid supporter of the “Green New Deal,” a plan that would take dramatic steps to curb the United States’ contribution to global climate change. 	[('Rep.', '0'), ('an', '0'), ('New', '0'), ('take', '0'), ('United', '0'), ('change.', '0')]	0
104	1	If sports don’t trump religion as the opiate of the masses, they have, until recently, been at least the background music of most of our lives.	[('If', '0'), ('the', '0'), ('have,', '0'), ('the', '0'), ('our', '0')]	0
