Index	true_label	text	shap	pred_label
22	0	The German Federal State of Baden-Wuerttemberg is seeking damages from Volkswagen after local authorities purchased VW diesel vehicles which now face bans in cities like Stuttgart, Frankfurter Allgemeine Zeitung said on Saturday.	[('after', 0.0306804731915486), ('from', 0.007724062025590966), ('is', 0.0014553872069916673), ('Frankfurter', -0.0004883966439389864), ('Zeitung', -0.002009807328888762), ('seeking', -0.011963366979908258)]	1
23	1	Gadsby's work is a testament to how eagerly the arbiters of our culture will devour and elevate work that convincingly purports to be progressive.	[('our', 0.020687010843815773), ('progressive.', 0.007379340221000203), ('a', 0.0), ('purports', -0.002266480276235574)]	1
24	1	That’s led some vaccine foes to join the protesters — whom Trump has encouraged on Twitter — in staging demonstrations in state capitals to “reopen America.”	[('That’s', 0.015711917979039525), ('join', 0.009411387374732712), ('state', 0.0052623776135104815), ('whom', -0.0007698090915562772), ('led', -0.006994811608584157)]	1
25	1	Mississippi’s Republican governor signed one of America’s strictest abortion bills on Thursday banning women from obtaining an abortion once a fetal heartbeat is detected, which can often occur before a woman even realizes she is pregnant.	[('signed', 0.030106726363423528), ('on', 0.00684360014051064), ('pregnant.', 0.002634673713389092), ('Mississippi’s', 0.00040366666002367933), ('is', -0.0029178024134178405), ('America’s', -0.0075308838337532534)]	1
26	1	That’s why white nationalists, who are enthusiasts for the abortion of black and brown people, despise pro-lifers, as anyone reporting in good faith should know.	[('pro-lifers,', 0.023183012217365677), ('in', 0.004498176456300501), ('black', 0.0009269196249367562), ('anyone', -0.009007659903332313), ('for', -0.01942867518743523)]	1
27	1	President Donald Trump ridiculed former Secretary of State Colin Powell on Sunday for endorsing former Vice President Joe Biden for president.	[('State', 0.018386433027444537), ('President', 0.0074080393256725705), ('Biden', 0.00022029274827620516), ('on', -0.0035417853190322125)]	1
28	1	Biden was particularly critical of Trump’s visit on Monday to a historic church across from the White House, which was preceded by law enforcement authorities dispersing a crowd near the church with smoke canisters and flash grenades.	[('enforcement', 0.023654584552047494), ('preceded', 0.011768496913223155), ('near', 0.0013092552156642834), ('a', 0.0), ('visit', -0.0012922324945027486), ('law', -0.004286643824557342), ('which', -0.019783049424833877)]	1
29	0	The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans, with many having to delay getting married, buying a home, and having children.	[('after', 0.019758094893395913), ('to', 0.009727286833700945), ('having', 0.0019127532662777957), ('struggling', -0.00018497084316083213), ('story', -0.004516908204803102), ('student', -0.0082017650264703)]	1
30	0	French sporting goods retailer Decathlon has confirmed they will not be stocking a sports hijab after public backlash and threats of a mass boycott.	[('after', 0.03595636950122632), ('they', 0.007145175213955606), ('sporting', 0.0007115541239521428), ('a', 0.0)]	1
31	1	Young women taking part in high school and college athletics across the country have had their dreams of winning dashed by the movement to allow biological male who “identify” as female to compete against them.	[('country', 0.01707263759467149), ('male', 0.006193277968667333), ('Young', 0.0014437758873477858), ('biological', 0.0004125247344374072), ('their', -0.005844387018044462), ('school', -0.011710843212760337)]	1
32	0	Australian sports stars, sparked in part by a call to action from tennis player Nick Kyrgios, have rallied to raise funds in support of relief and recovery efforts for victims of the country’s bushfire catastrophe.	[('for', 0.02591666797173491), ('from', 0.007554052330105773), ('action', 0.00042401769334834196), ('relief', -0.000517793587555655), ('player', -0.0023355454913348084), ('of', -0.006144074843256233)]	1
33	1	Under current immigration policies, it’s possible that immigration arrests could lead to poor mental health by increasing deportation fears among undocumented individuals and their families and neighbors, the study authors write.	[('could', 0.01676437906436252), ('policies,', 0.007167878375883048), ('study', 0.00013261297582225495), ('their', -0.0009910512396026983), ('that', -0.00456793626904875), ('to', -0.019563123374147763)]	1
34	1	Less-organized migrants, tighter immigration control by Guatemalan authorities and the presence of U.S. advisers have reduced the likelihood that the hundreds of migrants who departed Honduras will form anything like the cohesive procession the term “caravan” now conjures.	[('of', 0.007906632451827269), ('immigration', 0.004527068900604349), ('form', 0.00043692431108616756), ('departed', -0.00012937636122395846), ('Guatemalan', -0.0007834895944701337), ('authorities', -0.004353912729096159), ('will', -0.012490266436987736)]	1
35	0	U.S. Education Secretary Betsy DeVos is withdrawing protections put in place by former President Barack Obama for students who have mismanaged or are defaulting on their college loans.	[('students', 0.008020415595519977), ('mismanaged', 0.0035469709871966417), ('loans.', 0.0011947349912051308), ('by', -0.0013710949833476772), ('President', -0.008078752772878724)]	1
36	1	Trump enjoys and encourages state brutality against people of color, and black people in particular. It excites him and his most ardent followers. But his response isn’t just based on personal predilections. It’s also based on political considerations.	[('him', 0.013869850657459895), ('It’s', 0.010911084528050641), ('followers.', 0.0028378935369066604), ('particular.', 0.0002826093849682021), ('people', -0.003473501052467366), ('and', -0.0061350939912307645), ('encourages', -0.023119315933141857)]	1
37	0	For the first time the annual risk report, compiled by the World Economic Forum (WEF), found the top five concerns were all environmental, from extreme weather to biodiversity loss and events like oil spills and radioactive contamination.	[('first', 0.018406340147433867), ('Economic', 0.008983717405212916), ('annual', 0.0013926282850448024), ('extreme', 0.0005761890965280759), ('spills', -0.0008292189229595149), ('time', -0.0031190356769667106), ('found', -0.011223739547318376)]	1
38	1	Abortionists, who prey on desperate people, should no longer receive your hard-earned tax dollars.	[('should', 0.03403250465188879), ('dollars.', -2.308153308266947e-06), ('on', -0.010373982559132766)]	1
39	1	The Trump administration has continued to deny climate change findings and make scientific reports inaccessible to the public.	[('continued', 0.015453252767359245), ('administration', 0.0013691942565455006), ('has', -0.004136905615651037)]	1
40	0	As controversies about the “reopening” of America loom over our lives, nothing seems as intrinsically irrelevant — yet possibly as critically important — as how soon major spectator sports return.	[('As', 0.022324359853593732), ('possibly', 0.007232282224184911), ('sports', 0.001724690299218613), ('controversies', -0.0005813834859456968), ('the', -0.00266219158200291)]	1
41	1	In the months that followed, all independent polling has found the American mainstream not only blames Trump and his party for the shutdown, but also does not want to spend billions of taxpayer dollars on an ineffective and unnecessary border wall.	[('followed,', 0.01609914316100744), ('all', 0.007710340818275293), ('the', 0.002882378511940399), ('blames', 0.001321289849255769), ('dollars', -0.0004856131193445279), ('also', -0.004548251785523927), ('and', -0.007499321255337656)]	1
42	0	Members of the German Green Party have proposed that so-called “climate refugees” should be allowed to move to the country and receive a German passport upon their arrival.	[('allowed', 0.023733297790885118), ('have', 0.006035105774728391), ('the', 0.0011554837730982025), ('Green', -0.001285584848721928), ('upon', -0.008457961111236048)]	1
43	1	Kendrick, who, like many Planned Parenthood supporters, blames men for pro-life legislation while she ignores mention of the life of unborn babies, also drafted a “testicular bill of rights.	[('pro-life', 0.026027604900964563), ('of', 0.00695900498916009), ('the', 0.0032405867287670876), ('a', 0.0), ('while', -0.010279093545151486)]	1
44	1	"UFC Middleweight Champion Israel Adesanya’s comment that his opponent will ""crumble like the Twin Towers"", in addition to being terrible and inappropriate, also makes no sense. "	[('will', 0.02192354520573227), ('no', 0.007319542435815317), ('Champion', 0.0016216036166699166), ('Adesanya’s', 0.0), ('sense.', -0.009941161603821138)]	1
45	1	Yet when researchers in the U.S. have been so corrupt they have gone to jail, mainstream scientists still accept their research.	[('so', 0.025066529703817838), ('scientists', 0.0011908731124563178), ('have', -0.0002942633886030421), ('in', -0.011069950129820705)]	1
46	1	Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation, and they went all in.	[('when', 0.022970244114062552), ('political', 0.005839592074592115), ('performing', 0.001232138433254939), ('choice', -0.0003667247962478537), ('taken', -0.0019988722134161785), ('to', -0.00479687341264765), ('This', -0.02679101831231648)]	1
47	1	Omar believes USA Powerlifting is discriminating against males who identify as transgender women, based on the “myth” that they have a “direct competitive advantage” over biological females.	[('USA', 0.009554698849236659), ('have', 0.005423448319674697), ('believes', 0.00023472270035213016), ('identify', -0.0007388769542904838), ('they', -0.010168514345902576)]	1
48	1	Christians should make clear that the perpetuation of objectionable vaccines and the lack of alternatives is a kind of coercion.	[('should', 0.02287923302162837), ('of', 0.004119813917465096), ('objectionable', -9.550148163891547e-05), ('that', -0.00971924313347391)]	1
49	1	Democrats really don’t want to spend billions of taxpayer dollars on a giant, ineffective border wall, so if Trump were try to come up with an offer designed to entice them, he’d have to propose something that would be (a) enormous; and (b) wildly unpopular among Republicans.	[('be', 0.02393829314385103), ('don’t', 0.007255747977366487), ('propose', 0.001491508850641371), ('them,', 0.0005961869375936635), ('Republicans.', -0.0006580904833929724), ('were', -0.002794852531836972), ('taxpayer', -0.004664230821756233), ('unpopular', -0.007866993563412372)]	1
50	0	Appearing Tuesday Cheddar Live, Rep. Maxine Waters (D) formally endorsed former Vice President Joe Biden for the White House, claiming that President Donald Trump is “destroying America” and advocating for the killing of both black and white children in the wake of nationwide protests over the death of George Floyd.	[('both', 0.01668867490275795), ('wake', 0.010752118636759822), ('white', 0.005972787561238122), ('Tuesday', 0.0032457798732992683), ('“destroying', 0.0003699413905678395), ('Waters', -0.00028062584762941436), ('Appearing', -0.0010186876871008822), ('the', -0.0027089603059414335), ('Trump', -0.008214788401019323)]	1
51	1	Before we get to work dispensing these arguments, it’s important to acknowledge that they are, on some level, understandable. A lot of Americans, especially those who got their bachelor’s degree before the early 2000s, find it baffling that younger generations can’t work their way through college.	[('get', 0.020783667568516354), ('find', 0.011682518383126903), ('to', 0.006341225585752972), ('some', 0.0029236526988552104), ('we', -0.0005376525546016864), ('baffling', -0.0020780448044797808), ('understandable.', -0.006307468998088155), ('arguments,', -0.010492213056717062)]	1
52	1	In July 2019, Rep. Alexandria Ocasio-Cortez, D-N.Y., and other Democrats visited a similar processing center in Clint, Texas, and made explosive allegations about the conditions there.	[('made', 0.04029287846298252), ('D-N.Y.,', 0.0), ('Alexandria', -0.0002649372389485383), ('explosive', -0.000654964098078008), ('similar', -0.011697763116327652)]	1
53	0	New York Attorney General Letitia James said in her complaint, filed in Manhattan federal court earlier this month, that “PHEAA’s abuses have not only denied these dedicated public servants the benefits they have earned, but have undermined the goals of the loan forgiveness program.”	[('loan', 0.011593951573285093), ('only', 0.003177061076586437), ('that', 0.0014817167625594285), ('program.”', 0.0003253379038084403), ('forgiveness', -0.0002617637680534601), ('but', -0.0022443554861547033), ('court', -0.005922426350567441), ('benefits', -0.011846554584358446)]	1
54	0	Anti-Vaxxer Rebecca Dalelio, 43, was taken into custody after she tossed a menstrual cup, which she said was filled with blood, from the public gallery as senators finished taking a vote at about 5:14 p.m.	[('after', 0.035191451832363566), ('as', 0.0060178363026928946), ('Anti-Vaxxer', 0.0009446685544077327), ('custody', 0.00011303316202226243), ('p.m.', 0.0), ('into', -0.006920017152658648)]	1
55	1	As Breitbart News most recently reported, blue-collar Americans in landscaping, conservation work, the meatpacking industry, construction industry, and fishing jobs have had their wages dragged down by foreign workers imported through the H-2B visa program.	[('As', 0.025220973994008883), ('News', 0.008679686729414982), ('visa', 0.0019332990280262463), ('conservation', -0.00025990180313240405), ('program.', -0.0025850970017636597), ('by', -0.007620329649041504)]	1
56	1	In August, Planned Parenthood made the decision to opt out of the federal family planning grant program, portraying itself as a victim of the Trump administration.	[('made', 0.02938918577927587), ('August,', 0.0060638419852947914), ('victim', 0.000688629731763406), ('program,', -0.00029301769509316956), ('to', -0.004981063237339139)]	1
57	0	Military ships and aircraft have been deployed to coastal communities in southeastern Australia cut off by raging wildfires that have raced towards the coast, trapping thousands as the death toll from the apocalyptic blazes continues to grow.	[('ships', 0.009706873228576222), ('Australia', 0.002562126846188215), ('the', 0.0014117525132011943), ('as', 0.0006141129134737044), ('coast,', -0.0004401414499814471), ('to', -0.006983948726413345), ('death', -0.01522453335822608)]	1
58	1	State health departments and legislators who sneer at parental concerns and call for vaccination mandates erode parents’ trust.	[('for', 0.024415706293739303), ('and', 0.002549089760165163), ('erode', 0.0005261783923308117)]	1
59	0	The player vote ending Thursday at midnight—a simple majority vote will determine the outcome of the NFL CBA—is a monumental referendum for the next decade of the NFL.	[('for', 0.028281359691948404), ('decade', 0.005326514390302704), ('player', 0.0020016645730010275), ('the', -0.0018444826724241458), ('midnight—a', -0.006227965719030818)]	1
60	1	Cuban slave doctors that have escaped the system have said that, while working abroad, the Castro regime forced them to invent patients and throw away perfectly good medicine to boost the statistics on the number of patients Cuban doctors actually treat.	[('working', 0.03494022993678757), ('to', 0.00882154883304765), ('regime', 0.0034176739814719926), ('Cuban', 0.0010111332700712705), ('invent', 0.00015217598380551367), ('the', -0.0003448821569616478), ('have', -0.0034314606658042935)]	1
61	1	British Olympic swimmer Sharron Davies also slammed the concept of transgender athletes.	[('of', 0.021727122596697707), ('Olympic', -0.0005146707555512964)]	1
62	1	Biden’s appearance was a contrast with the approach of Republican President Donald Trump, who has made no major public statement to address the growing crisis but issued tweets as he remained out of sight in the White House.	[('has', 0.02097473515127137), ('crisis', 0.011929286626008263), ('in', 0.005286063296506413), ('the', 0.00048032118931063295), ('a', 0.0), ('Biden’s', -0.0035309891796109103), ('address', -0.017156184348401098)]	1
63	0	"After Dr. Ulrich Klopfer died in rural Crete, Illinois, on Sept. 3, authorities found ""2,246 medically preserved fetal remains"" in his home. "	[('After', 0.02610961730456968), ('authorities', 0.006192900676445751), ('', 0.0), ('fetal', -0.0019370423823014827)]	1
64	0	Thousands of Australians took to the streets on Friday to protest against government inaction on climate change, as bushfires ravaged tens of thousands of square miles of bushland after months of destruction and at least 27 deaths.	[('Friday', 0.01604944812943733), ('ravaged', 0.0049261818428121325), ('of', 0.002296115003361785), ('27', 0.0011232212685667164), ('bushland', 0.0), ('on', -0.0061264397763423776), ('after', -0.021107182133190294)]	1
65	1	Sen. Josh Hawley (R-MO) introduced two bills on Tuesday to target the “monopolies” higher education institutions have created to make earning degrees involve accumulating massive student debt.	[('student', 0.018473644568998672), ('accumulating', 0.0028425073964507973), ('bills', 0.0011586068247092507), ('target', -0.0022040324008436273), ('to', -0.013511441576319566)]	1
66	1	The mother of a one-year-old killed in a Cuban clinic after receiving a routine vaccination launched an awareness campaign Tuesday urging social media users to share a photo of her in the hope that the communist regime gives her answers.	[('clinic', 0.012174081106964812), ('of', 0.006162094850513559), ('hope', 0.0019450598749973813), ('share', 6.00785634118961e-05), ('Cuban', -0.0007498376678558228), ('one-year-old', -0.0025519651754032312), ('that', -0.008745746468394624)]	1
67	0	Hillary Clinton tells this story to struggling students. She told it to minority students in Mississippi in November 2015,  and she recently told it again to minority students in Brooklyn.	[('this', 0.023878166948133987), ('told', 0.00947319879414656), ('', 0.0), ('recently', -0.0027632966365618893), ('in', -0.005742477183183599), ('November', -0.031190498138491587)]	1
68	1	The Trump Administration hasn’t built a single foot of border fencing after thirty months of riling up its supporters with claims that the wall was vital to national security.	[('single', 0.027302512233811235), ('vital', 0.005290034897535677), ('a', 0.0), ('hasn’t', -0.0027549433953525716), ('Administration', -0.009996818146298676)]	1
69	1	As part of his plan to protect the commonwealth of Virginia from the spread of the Wuhan coronavirus, Gov. Ralph Northam determined that citizens should not be allowed to attend church or worship services, but are fine travel to an abortion clinic and undergo an elective procedure like surgical abortion.	[('spread', 0.03679421733983289), ('his', 0.01383056291959307), ('abortion', 0.006648868485836623), ('the', 0.0023758578369069538), ('commonwealth', 0.0008014691154911602), ('coronavirus,', -0.0014099115400593941), ('fine', -0.004414833689447066), ('to', -0.006879779941145723), ('and', -0.015772186818528162)]	1
70	1	Countless American believers in the Bible, myself included, were inspired tremendously on Monday when President Trump stood in front of St. John’s Episcopal Church, across the street from the White House, and held up the Word of God for all to see.	[('see.', 0.021908449902350788), ('myself', 0.00691211602635885), ('street', 0.002058963137301264), ('Episcopal', 0.001436183152852326), ('Church,', 0.0002591032133891835), ('American', -0.004980703738985487), ('House,', -0.013020296508262646)]	1
71	0	U.S. President Donald Trump said on Thursday he was likely to declare a national emergency to secure funds for his long-sought wall along the U.S. southern border if he cannot reach an agreement with Congress to provide the money.	[('his', 0.016507696618353336), ('national', 0.005856611991940114), ('an', 0.0005984977050641904), ('U.S.', 0.0), ('was', -0.0009723890488596454), ('if', -0.008952275531468991), ('President', -0.012669654222077931)]	1
72	1	Trump, who has sparred back and forth with the teenage climate activist Greta Thunber, made the comments in a press briefing just before he was about to depart the annual World Economic Forum meeting in the Swiss ski resort.	[('made', 0.03656773589321664), ('was', 0.0028980986333927363), ('Greta', 0.0007621115389203136), ('Thunber,', 0.0), ('Swiss', -0.0016184739449891772), ('and', -0.004589883463074612), ('to', -0.014085043422587828)]	1
73	0	But the announcement Monday further clarifies that YouTube will take down any election-related videos that are technically altered to mislead people in a way that goes beyond simply taking clips of speech out of context.	[('further', 0.030457258614355595), ('of', 0.006294787927561216), ('clips', 0.002098772885139689), ('a', 0.0), ('altered', -0.004533378400427224), ('take', -0.012405018893142468)]	1
74	0	Poll workers and technicians reported issues with the new machines at more than 40% of polling locations in Philadelphia during last November’s election, according to the records reviewed by Reuters. Problems included touchscreens that were hypersensitive or that froze; paper voting receipts getting jammed in the machines; and panels opening on some machines to expose the equipment’s electronic controls, the records show.	[('opening', 0.019790713723575756), ('paper', 0.00858104309123162), ('polling', 0.006633246025377144), ('during', 0.005207478622334048), ('the', 0.002195366332136417), ('than', 0.0008953086484273487), ('on', 0.00026989397023522875), ('machines', -0.0008592341779102019), ('according', -0.004198995591205457), ('and', -0.007192520607733929), ('some', -0.013859196191733423)]	1
75	0	The University of Southern California (USC) has fired two employees who allegedly accepted enormous bribes in exchange for facilitating the acceptance of dozens of students, the school has said in an official statement.	[('statement.', 0.0133422483996798), ('allegedly', 0.00599762173691378), ('official', 0.002937277863379537), ('the', 0.001621180044771342), ('has', -0.006456618007298107), ('exchange', -0.009830388799912609)]	1
76	1	To bolster the argument that doctors deliver viable infants alive and let them die, the anti-choice movement also trots out a series of people who claim to have “survived” abortion. 	[('people', 0.013587862872536468), ('series', 0.008856885878290194), ('the', 0.0016043774928710586), ('deliver', -6.492462938332278e-06), ('who', -0.010101957318678854), ('also', -0.021146213608338425)]	1
77	1	Shelby Steele, a senior fellow at Stanford University’s Hoover Institution said Friday that the contemporary civil rights movement under the banner of “Black Lives Matter” was deeply unserious, catering to an old form of victimization that has accomplished nothing to lift up black people.	[('civil', 0.021762087538423024), ('to', 0.008293368158508542), ('rights', 0.004451368523949173), ('Stanford', 0.00022758174211624072), ('banner', -0.00010713736845740285), ('that', -0.0013226913504166004), ('the', -0.0028936397355265354), ('senior', -0.01061412046924599)]	1
78	0	In Francis, Thunberg has found a kindered spirit. The Jesuit pope has made fighting climate change and caring for God's creation a pillar of his papacy.	[('In', 0.020977764778393387), ('found', 0.0072150201131617984), ('pillar', 0.00039321260069853035), ('papacy.', 0.0), ('of', -0.011000023781493593)]	1
79	1	Vaccine critics, for example, have long championed the false claim that vaccines cause autism, and that the Centers for Disease Control and Prevention has tried to cover up that information, Gorski said. 	[('have', 0.018323486436693966), ('the', 0.0037105159091343908), ('false', 0.00013382962802393927), ('Control', -0.0011300491511861844), ('that', -0.00314363420868887), ('for', -0.008821230775677454)]	1
80	1	Having a baby is hard, caring for a baby is hard, going back to work after a leave is hard but a few weeks of salary is not worth killing your baby for.	[('few', 0.010148811645870453), ('of', 0.0072125481893820734), ('but', 0.0025785213906219617), ('a', 0.0), ('your', -0.0051394793000426745), ('going', -0.01466001248554436)]	1
81	0	President Donald Trump on Friday announced that he has waived interest payments on all federal student loans to help alleviate financial strain as the United States combats the spread of the coronavirus.	[('spread', 0.037064065284129574), ('federal', 0.010663901866845025), ('the', 0.0033676212147302664), ('combats', 0.0), ('on', -0.00603727070788124), ('as', -0.015352789838736931)]	1
82	0	Investigators believe parents would use falsified records so their children could attend schools that would otherwise require all students to be vaccinated, Dart told WBBM-TV.	[('told', 0.033108144564697774), ('use', 0.008418346734953775), ('vaccinated,', 0.0010673259614371732), ('their', -0.0018892631312677132), ('require', -0.015434818001050146)]	1
83	1	After that phone call, police asked the couple to come in for questioning, prompting them to flee Saudi Arabia, a country long known for draconian laws against homosexuality.	[('police', 0.019103255272537242), ('Arabia,', 0.007949894889679688), ('phone', 0.0037261498708010565), ('the', -0.0019908463643097383), ('asked', -0.01244881925108083)]	1
84	1	Drivers in Ireland will be forced to buy electric vehicles within ten years according to a new law by the left-wing government in Dublin.	[('according', 0.02518165874002111), ('Drivers', 0.009730834656828558), ('a', 0.0), ('electric', -0.003177483447653342)]	1
